2024-10-25 15:47:30 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-25 16:01:28 [main] INFO  c.a.config.AfrocasaConfigApplication - Starting AfrocasaConfigApplication using Java 17.0.6 on MacBook-Pro.attlocal.net with PID 33846 (/Users/bereketfrezghi/afrocasa-services /AfrocasaConfig/target/classes started by bereketfrezghi in /Users/bereketfrezghi/afrocasa-services )
2024-10-25 16:01:28 [main] INFO  c.a.config.AfrocasaConfigApplication - No active profile set, falling back to 1 default profile: "default"
2024-10-25 16:01:30 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=9f9d2092-fcf5-326d-bdaa-82be698c4207
2024-10-25 16:01:31 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8877 (http)
2024-10-25 16:01:31 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8877"]
2024-10-25 16:01:31 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-10-25 16:01:31 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.68]
2024-10-25 16:01:31 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-10-25 16:01:31 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2871 ms
2024-10-25 16:01:35 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2024-10-25 16:01:35 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@47b4ac83, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@351ede23, org.springframework.security.web.context.SecurityContextPersistenceFilter@59e0d521, org.springframework.security.web.header.HeaderWriterFilter@1be3f8f8, org.springframework.web.filter.CorsFilter@5604b85, org.springframework.security.web.csrf.CsrfFilter@3350ab4, org.springframework.security.web.authentication.logout.LogoutFilter@4cf230bf, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@8d810f2, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@241d1052, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@5df7a065, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@2acb1264, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5ad0c70a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2a16d4dc, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3f45dfec, org.springframework.security.web.session.SessionManagementFilter@2ceb68a1, org.springframework.security.web.access.ExceptionTranslationFilter@60a6840c, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2e0652ab]
2024-10-25 16:01:35 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/actuator/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 16:01:35 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/actuator/**']
2024-10-25 16:01:35 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/encrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 16:01:35 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/encrypt/**']
2024-10-25 16:01:35 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/decrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 16:01:35 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/decrypt/**']
2024-10-25 16:01:35 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8877"]
2024-10-25 16:01:35 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8877 (http) with context path ''
2024-10-25 16:01:35 [main] INFO  c.a.config.AfrocasaConfigApplication - Started AfrocasaConfigApplication in 8.417 seconds (JVM running for 9.241)
2024-10-25 18:54:22 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-25 18:54:22 [main] INFO  c.a.config.AfrocasaConfigApplication - Starting AfrocasaConfigApplication using Java 17.0.6 on MacBook-Pro.attlocal.net with PID 44200 (/Users/bereketfrezghi/afrocasa-services /AfrocasaConfig/target/classes started by bereketfrezghi in /Users/bereketfrezghi/afrocasa-services )
2024-10-25 18:54:22 [main] INFO  c.a.config.AfrocasaConfigApplication - No active profile set, falling back to 1 default profile: "default"
2024-10-25 18:54:24 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=9f9d2092-fcf5-326d-bdaa-82be698c4207
2024-10-25 18:54:25 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8877 (http)
2024-10-25 18:54:25 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8877"]
2024-10-25 18:54:25 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-10-25 18:54:25 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.68]
2024-10-25 18:54:25 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-10-25 18:54:25 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2422 ms
2024-10-25 18:54:28 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2024-10-25 18:54:28 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@380fdcf2, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@114b203, org.springframework.security.web.context.SecurityContextPersistenceFilter@21ea1d9d, org.springframework.security.web.header.HeaderWriterFilter@5315266, org.springframework.web.filter.CorsFilter@8d810f2, org.springframework.security.web.csrf.CsrfFilter@8549c5f, org.springframework.security.web.authentication.logout.LogoutFilter@3006bfb, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@1b25d695, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@60a6840c, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@537b3be1, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@45bf93bb, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@36a58466, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@78e387d6, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@15d58530, org.springframework.security.web.session.SessionManagementFilter@216328b2, org.springframework.security.web.access.ExceptionTranslationFilter@646cb2e, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@35ceec81]
2024-10-25 18:54:28 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/actuator/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 18:54:28 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/actuator/**']
2024-10-25 18:54:28 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/encrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 18:54:28 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/encrypt/**']
2024-10-25 18:54:28 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/decrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 18:54:28 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/decrypt/**']
2024-10-25 18:54:28 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8877"]
2024-10-25 18:54:28 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8877 (http) with context path ''
2024-10-25 18:54:28 [main] INFO  c.a.config.AfrocasaConfigApplication - Started AfrocasaConfigApplication in 6.959 seconds (JVM running for 7.789)
2024-10-25 19:04:00 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-25 19:04:00 [main] INFO  c.a.config.AfrocasaConfigApplication - Starting AfrocasaConfigApplication using Java 17.0.6 on MacBook-Pro.attlocal.net with PID 44879 (/Users/bereketfrezghi/afrocasa-services /AfrocasaConfig/target/classes started by bereketfrezghi in /Users/bereketfrezghi/afrocasa-services )
2024-10-25 19:04:00 [main] INFO  c.a.config.AfrocasaConfigApplication - No active profile set, falling back to 1 default profile: "default"
2024-10-25 19:04:02 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=9f9d2092-fcf5-326d-bdaa-82be698c4207
2024-10-25 19:04:02 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8888 (http)
2024-10-25 19:04:02 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8888"]
2024-10-25 19:04:02 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-10-25 19:04:02 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.68]
2024-10-25 19:04:02 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-10-25 19:04:02 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2188 ms
2024-10-25 19:04:06 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2024-10-25 19:04:06 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5c997de8, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@45bf93bb, org.springframework.security.web.context.SecurityContextPersistenceFilter@11cc9e1e, org.springframework.security.web.header.HeaderWriterFilter@3350ab4, org.springframework.web.filter.CorsFilter@6b7c4734, org.springframework.security.web.csrf.CsrfFilter@116fc29e, org.springframework.security.web.authentication.logout.LogoutFilter@5341641d, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@17053b5, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@9147ba2, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@2f6e92ca, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@65ef9a0a, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5b0e9e0c, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@54234569, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@380fdcf2, org.springframework.security.web.session.SessionManagementFilter@646cb2e, org.springframework.security.web.access.ExceptionTranslationFilter@5b5b53c6, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2965dd88]
2024-10-25 19:04:06 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/actuator/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:04:06 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/actuator/**']
2024-10-25 19:04:06 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/encrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:04:06 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/encrypt/**']
2024-10-25 19:04:06 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/decrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:04:06 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/decrypt/**']
2024-10-25 19:04:06 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8888"]
2024-10-25 19:04:06 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8888 (http) with context path ''
2024-10-25 19:04:06 [main] INFO  c.a.config.AfrocasaConfigApplication - Started AfrocasaConfigApplication in 6.738 seconds (JVM running for 7.458)
2024-10-25 19:04:15 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-10-25 19:04:15 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-10-25 19:04:15 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 10 ms
2024-10-25 19:12:39 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-25 19:12:39 [main] INFO  c.a.config.AfrocasaConfigApplication - Starting AfrocasaConfigApplication using Java 17.0.6 on MacBook-Pro.attlocal.net with PID 45536 (/Users/bereketfrezghi/afrocasa-services /AfrocasaConfig/target/classes started by bereketfrezghi in /Users/bereketfrezghi/afrocasa-services )
2024-10-25 19:12:39 [main] INFO  c.a.config.AfrocasaConfigApplication - No active profile set, falling back to 1 default profile: "default"
2024-10-25 19:12:41 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=9f9d2092-fcf5-326d-bdaa-82be698c4207
2024-10-25 19:12:41 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8888 (http)
2024-10-25 19:12:42 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8888"]
2024-10-25 19:12:42 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-10-25 19:12:42 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.68]
2024-10-25 19:12:42 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-10-25 19:12:42 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2216 ms
2024-10-25 19:12:45 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2024-10-25 19:12:45 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@7a730479, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1e5b33e5, org.springframework.security.web.context.SecurityContextPersistenceFilter@3006bfb, org.springframework.security.web.header.HeaderWriterFilter@4fedf908, org.springframework.web.filter.CorsFilter@654b899f, org.springframework.security.web.csrf.CsrfFilter@36a58466, org.springframework.security.web.authentication.logout.LogoutFilter@40c28b0d, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@30a01dd8, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@2f73f0c7, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@71468613, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@aedc426, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5402612e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@43445fc6, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@13f4048e, org.springframework.security.web.session.SessionManagementFilter@241d1052, org.springframework.security.web.access.ExceptionTranslationFilter@75805562, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5d58dc61]
2024-10-25 19:12:45 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/actuator/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:12:45 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/actuator/**']
2024-10-25 19:12:45 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/encrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:12:45 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/encrypt/**']
2024-10-25 19:12:45 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/decrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:12:45 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/decrypt/**']
2024-10-25 19:12:45 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8888"]
2024-10-25 19:12:45 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8888 (http) with context path ''
2024-10-25 19:12:45 [main] INFO  c.a.config.AfrocasaConfigApplication - Started AfrocasaConfigApplication in 6.643 seconds (JVM running for 7.375)
2024-10-25 19:12:56 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-10-25 19:12:56 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-10-25 19:12:56 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 7 ms
2024-10-25 19:20:20 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-25 19:20:20 [main] INFO  c.a.config.AfrocasaConfigApplication - Starting AfrocasaConfigApplication using Java 17.0.6 on MacBook-Pro.attlocal.net with PID 46214 (/Users/bereketfrezghi/afrocasa-services /AfrocasaConfig/target/classes started by bereketfrezghi in /Users/bereketfrezghi/afrocasa-services )
2024-10-25 19:20:20 [main] INFO  c.a.config.AfrocasaConfigApplication - No active profile set, falling back to 1 default profile: "default"
2024-10-25 19:20:22 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=9f9d2092-fcf5-326d-bdaa-82be698c4207
2024-10-25 19:20:22 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8888 (http)
2024-10-25 19:20:22 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8888"]
2024-10-25 19:20:22 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-10-25 19:20:22 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.68]
2024-10-25 19:20:22 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-10-25 19:20:22 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2338 ms
2024-10-25 19:20:25 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2024-10-25 19:20:25 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@aedc426, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@39b85a73, org.springframework.security.web.context.SecurityContextPersistenceFilter@241d1052, org.springframework.security.web.header.HeaderWriterFilter@2a16d4dc, org.springframework.web.filter.CorsFilter@5788722f, org.springframework.security.web.csrf.CsrfFilter@54234569, org.springframework.security.web.authentication.logout.LogoutFilter@58f290bc, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@3ca278bc, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@17befef0, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@7a730479, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@7c69e1e1, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5bb99d1d, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3006bfb, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1e5b33e5, org.springframework.security.web.session.SessionManagementFilter@13d984ee, org.springframework.security.web.access.ExceptionTranslationFilter@2e3900dc, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@11bfd751]
2024-10-25 19:20:25 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/actuator/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:20:25 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/actuator/**']
2024-10-25 19:20:25 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/encrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:20:25 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/encrypt/**']
2024-10-25 19:20:25 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/decrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2024-10-25 19:20:25 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/decrypt/**']
2024-10-25 19:20:26 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8888"]
2024-10-25 19:20:26 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8888 (http) with context path ''
2024-10-25 19:20:26 [main] INFO  c.a.config.AfrocasaConfigApplication - Started AfrocasaConfigApplication in 6.786 seconds (JVM running for 7.506)
2024-10-25 19:20:54 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-10-25 19:20:54 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-10-25 19:20:54 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 8 ms
2024-10-25 19:22:50 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-25 19:22:50 [main] INFO  c.a.config.AfrocasaConfigApplication - Starting AfrocasaConfigApplication using Java 17.0.6 on MacBook-Pro.attlocal.net with PID 46453 (/Users/bereketfrezghi/afrocasa-services /AfrocasaConfig/target/classes started by bereketfrezghi in /Users/bereketfrezghi/afrocasa-services )
2024-10-25 19:22:50 [main] INFO  c.a.config.AfrocasaConfigApplication - No active profile set, falling back to 1 default profile: "default"
2024-10-25 19:22:51 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=9f9d2092-fcf5-326d-bdaa-82be698c4207
